"term","score"
"doubt",88.380550275669
"till",88.3717766111025
"fitness",88.3012243263905
"picky",88.2822794456812
"tidy",88.1913508830482
"addition",88.1804302208904
"hospitality",88.1748653046634
"13",88.077998768757
"action",87.9489038236312
"carlton",87.9347569995786
"convention",87.8277320471381
"talking",87.8215945083565
"omni",87.7642526346244
"toast",87.7303031038276
"miami",87.7037768509501
"board",87.6230575315205
"checkout",87.4940082170813
"situation",87.4454898128713
"supposed",87.412570262213
"priceline",87.3816800732991
"motel",87.2872762674607
"bag",87.0960773232167
"notch",87.0897760906624
"cocktails",87.0754298173801
"woman",87.068818534166
"bought",87.0310747697672
"chic",86.8838101151662
"impression",86.652861729912
"attractive",86.6518160631693
"west",86.572999924702
"marina",86.5489522481847
"team",86.3500385315162
"meeting",86.2612523838404
"accommodation",86.2440013750764
"dr",86.1874859084527
"worry",86.0194766313167
"patio",85.9913238369228
"uk",85.9136453395005
"cars",85.8934804888228
"example",85.887888577774
"traveler",85.7852134193205
"wake",85.6203632984197
"direct",85.588957317664
"hardly",85.5231074684842
"clearly",85.4670866987177
"hip",85.4651398266976
"dollar",85.2586449424462
"8f",85.2567014267235
"western",85.1604280296089
"newly",85.049737353312
"thats",84.9454125571408
"mattress",84.9232170827223
"details",84.8575305841144
"memorable",84.8548408369428
"cooked",84.7555780360198
"thinking",84.7308133819888
"feb",84.6636807370287
"complex",84.5645346195628
"bacon",84.5428389981459
"sorry",84.4776949351268
"temperature",84.3059445475537
"facility",84.1509636200723
"exploring",84.0458903324353
"apparently",83.9048103782029
"honestly",83.6735979180165
"bedding",83.6532250497697
"starbucks",83.4790186262453
"connection",83.4589202608312
"owner",83.3892494246354
"proximity",83.3819412764515
"green",83.3277316475365
"nightly",83.2665282275107
"share",83.0521587575733
"meats",83.0337944316399
"affinia",82.9880035920456
"sports",82.9030089502455
"game",82.8778578659733
"renovation",82.8596732706656
"musty",82.8203441997203
"age",82.7391783409064
"magnificent",82.737787597184
"brand",82.6834533731851
"steep",82.6734972946997
"talk",82.6254578410471
"parents",82.6159423073798
"stopped",82.5154479174662
"faced",82.4928840143872
"season",82.4306664755928
"requests",82.4163576134303
"odd",82.3967299465641
"ran",82.2616385707896
"accomodations",82.2240491551051
"gift",82.1678912651515
"intercontinental",82.1660041579144
"guide",82.0278874356087
"library",81.901700133637
"iron",81.7912764633196
"cute",81.758220549861
"advise",81.7330109835831
"appeared",81.6304437044774
"adjacent",81.5992729110371
"6th",81.4275984698868
"darling",81.3915761525975
"funky",81.3350602453059
"strange",81.3198540835547
"recommendation",81.2877384625885
"rough",81.2061925608162
"pike",80.8481443462252
"cereals",80.5607081848732
"hesitation",80.5370567175627
"character",80.5004109737065
"laid",80.409230786935
"folks",80.3814939717571
"trees",80.3493202825862
"didn__",80.3145329173619
"ponte",80.2508229098714
"covered",80.1938349010526
"hill",80.1664511477184
"roomy",80.128393603644
"excursions",80.118110337531
"hop",80.092749439795
"rum",79.9738185736646
"villas",79.9627435917358
"stated",79.9393795012227
"rent",79.7337229101157
"sweet",79.7060679693491
"hallway",79.6675042093258
"recommending",79.5948199979445
"terminal",79.5878487751867
"impossible",79.5774904470601
"traditional",79.3733423305457
"bourbon",78.9262285367875
"chancellor",78.8857098189537
"jazz",78.7822801049557
"required",78.669093802787
"shade",78.5294422638241
"sat",78.5197981908034
"rocks",78.5023101365136
"laundry",78.4556141463911
"reach",78.4442198933268
"mistake",78.349978103776
"machines",78.3471378141981
"recomend",78.3421616849605
"cash",78.336671013111
"soap",78.3272660357463
"80",78.2048510425536
"international",78.1553119750917
"reserve",78.040631269944
"surrounding",77.9354822142502
"croissants",77.8766128096078
"privacy",77.8615077944283
"refrigerator",77.7508635853776
"cookies",77.6470849245342
"port",77.5722841518585
"products",77.5256644971766
"reccomend",77.4582651347403
"spots",77.3476282242611
"hang",77.2447686586648
"ahead",77.1872867123154
"useful",77.1569951314343
"condition",77.1520816178888
"don__",77.1206278087586
"snack",77.1014403796946
"mother",77.0977690109999
"gives",77.0783810567228
"unlike",77.0644906515737
"acceptable",76.9960970024977
"oasis",76.9763697448356
"stuck",76.9584040092132
"v",76.8357289421789
"rental",76.8018367071501
"driving",76.7477786493675
"bathtub",76.7262709816231
"lobster",76.7117859305813
"maids",76.6656540059007
"dishes",76.6248010390631
"fix",76.5741680195161
"february",76.4957636548753
"self",76.4732298084788
"quay",76.3540133330188
"terms",76.3254719605162
"runs",76.2654742469546
"overnight",76.1592324416343
"bothered",76.0690826731113
"dvd",76.0272450484052
"suggestions",76.0093027336773
"women",76.0080281714189
"express",75.7646666360433
"ubud",75.7598014849736
"lived",75.6853127585608
"power",75.6230302771199
"wasnt",75.6229649665199
"milk",75.492841265328
"17",75.4867193938159
"loads",75.3220227284368
"men",75.2561062916814
"waves",75.2031107742623
"evenings",75.192205147913
"excursion",75.1393945002838
"quaint",75.0684105753413
"bahn",75.0168622098634
"certain",74.9677063755235
"curtains",74.9504911952605
"flights",74.9154658899741
"parts",74.8950934550683
"casablanca",74.8461173925678
"says",74.8050453965771
"stroll",74.6540250807945
"waste",74.6146573938159
"needle",74.4521562031471
"step",74.3652063179858
"forgot",74.3256249950518
"updated",74.3117605902224
"breads",74.2526971258384
"exception",74.1842546870008
"cards",74.132870423242
"breeze",74.1149537112557
"fruits",74.0919109265005
"argonaut",74.0200043258941
"it__",73.9821343303082
"box",73.9757680489194
"hawaii",73.9539188668039
"chicken",73.9522744707767
"normally",73.9419774962759
"hallways",73.8306796620866
"girl",73.8015502095935
"visitors",73.5100814321721
"gate",73.5073727929985
"bartenders",73.472330005404
"finished",73.4403510562445
"bedrooms",73.4271684835615
"meat",73.3392594690966
"locations",73.2765314631687
"impeccable",73.169506654192
"refurbished",73.1293582874155
"neat",73.101524759024
"speed",73.0223208150944
"gran",73.0055655428579
"cup",72.9478456885091
"departure",72.8882053215099
"91",72.8517989394569
"sauna",72.8390661340584
"ticket",72.8374343757718
"chinatown",72.8243818566844
"absolute",72.7997388100763
"juices",72.7961856650406
"foods",72.6911236152689
"properly",72.6558423306041
"wet",72.6375957156607
"mainly",72.6072617068642
"shabby",72.5870119937554
"wing",72.5574191983448
"waiter",72.553189919082
"slippers",72.5058554732966
"bug",72.5012380184281
"cramped",72.4784123154891
"original",72.4372942891066
"etc",72.3855225869784
"cake",72.3251822704322
"barely",72.1474974197167
"direction",72.090190468073
"waiters",72.0497414646795
"baby",72.0037428660134
"luck",71.9614927551735
"paradisus",71.9244557212534
"tapas",71.8964734680756
"storage",71.8208520489433
"send",71.8192445489434
"quieter",71.7451770880182
"ample",71.7323951804149
"personally",71.7077247512474
"re",71.6939986686942
"advised",71.6739250372675
"stays",71.6520896972359
"discovered",71.642983056448
"residence",71.535135451695
"del",71.5155968737437
"bahia",71.3006979479377
"tipped",71.2863766838577
"massive",71.2835608209589
"van",71.2432646478315
"ages",71.1897205407299
"trains",71.0691708390636
"palm",71.0553383587985
"historic",71.0243988280567
"interested",70.958667368249
"helpfull",70.9044129026581
"republic",70.8969168127036
"drinking",70.8223181271497
"answer",70.7454101283424
"mornings",70.7429738830907
"discount",70.7377513439106
"honest",70.6012852435611
"22",70.5857060169086
"keeping",70.5814552266339
"cocktail",70.5500798063835
"properties",70.5128819188849
"a.m",70.4436160670156
"wants",70.355165103478
"built",70.3203758970466
"jan",70.2692588488726
"child",70.2436824869533
"ideally",70.2377640827745
"previously",70.1701171079879
"include",70.0717638436692
"ladies",70.0467159786299
"traveller",69.986517673037
"conditioner",69.8256748126396
"presented",69.7923602741195
"miles",69.7630619873098
"frankfurt",69.6991867955761
"photos",69.6592502196374
"robes",69.627593058668
"provides",69.6183121487243
"trams",69.6024181710039
"happen",69.5710955479335
"preferred",69.5238768216763
"advertised",69.483064314225
"workers",69.4625603563532
"kowloon",69.4339750944843
"resturants",69.3883967425579
"dancing",69.3678806077358
"upscale",69.3021185670579
"control",69.273397224794
"toronto",69.2217863500353
"wifi",69.1607813523726
"crowd",69.096757785882
"promptly",69.0670280446011
"calm",69.0204185987438
"midnight",69.0174774154835
"mark",68.9907559827553
"cathedral",68.962828553153
"contemporary",68.9416362459005
"orange",68.940978740049
"experiences",68.9311797874494
"sense",68.8866042706843
"nightlife",68.8498344963866
"doorman",68.7893602872173
"includes",68.7778945709554
"popular",68.7386244306359
"appreciate",68.6918960288234
"playing",68.668942399425
"known",68.6137908645483
"accomodation",68.609576349512
"cosy",68.4835078461014
"tax",68.4384000676693
"route",68.4160131719215
"tons",68.3935688914621
"planned",68.3893063344741
"mediocre",68.3750572879814
"bartender",68.339004730679
"gracious",68.3206032638302
"post",68.3152580859905
"accessible",68.2032614454166
"shampoo",68.1937996574142
"harbor",68.1093073826827
"c4",68.0191639456374
"drivers",67.9718138442528
"deep",67.9561178255161
"hanging",67.8719045963775
"player",67.8700359316803
"cut",67.862364445295
"classy",67.833355728322
"heaven",67.7862578844968
"figure",67.6751722139145
"hassle",67.6317197195216
"touristy",67.5761005799477
"victoria",67.5752618328631
"accommodations",67.474175247341
"admit",67.4106405168124
"supermarket",67.4076111589715
"steakhouse",67.4041836360081
"19",67.3432655522391
"fare",67.3116501459543
"tastefully",67.1719227682473
"games",67.1106983154434
"mile",66.9785576729656
"chocolates",66.8277351226238
"learn",66.8018233583702
"21",66.7374931222353
"constantly",66.7049949407141
"manhattan",66.6247510628074
"heavy",66.5885294617603
"packed",66.5292186475701
"carpets",66.497328000208
"drop",66.4174078952871
"bank",66.4052530056623
"personnel",66.3226437573198
"famous",66.2994499193057
"bambu",66.1601018775828
"mtr",66.0276130291287
"counter",66.0005739342147
"unable",65.9812781905818
"lacking",65.9702781215021
"secure",65.9575440867803
"favourite",65.9390874408748
"condado",65.8956308448328
"gourmet",65.8811276586046
"slight",65.7967139265782
"posted",65.7659550242511
"vacations",65.728603442919
"france",65.7176535212697
"mail",65.6835112593267
"dryer",65.6020474993639
"celebrate",65.4681923955658
"occasions",65.4373160729463
"stained",65.4106237543196
"inexpensive",65.3684565524609
"spain",65.3360544848633
"attached",65.3047212501008
"spread",65.2664719094805
"television",65.2080183697792
"laptop",65.1173052090669
"effort",65.064494152975
"seven",65.0605609877701
"warning",65.0180089308762
"santa",64.9943313476207
"promised",64.9547211396186
"diamond",64.8915333833141
"possibly",64.7697529672719
"wear",64.7203957883345
"hidden",64.7028413250526
"oriental",64.6343768340223
"heavenly",64.5451747830514
"plasma",64.5276940201442
"plane",64.5067808056168
"starting",64.4946479249754
"compare",64.447922901299
"canada",64.4343929142265
"wanting",64.3848946410396
"filthy",64.3446763362167
"knowledgeable",64.2944049525096
"funny",64.2421445764873
"luckily",64.2261257208743
"hollywood",64.0905966910098
"extras",64.0730504251743
"seating",64.0704308089829
"activity",64.0098978000704
"hotel.the",63.932222579529
"cities",63.9115619120447
"vip",63.9060214915445
"rue",63.8757639704961
"smiling",63.8754757416533
"glasses",63.8618436770774
"firm",63.8231604004597
"markets",63.7841813783235
"upper",63.7501704802488
"dump",63.738138589559
"fell",63.6786629220286
"equipment",63.6606290395874
"opening",63.6320395233076
"triple",63.6128284585912
"hold",63.5872507517384
"maintenance",63.5831876943818
"theatre",63.5314605501107
"resturant",63.5176406296433
"theme",63.5099222808765
"rolls",63.5039740043601
"picture",63.4529391273642
"heading",63.4199568256102
"written",63.385733906982
"complaining",63.3154611893286
"offering",63.3071199415092
"asian",63.2801664456483
"raffles",63.221905947817
"mold",63.1708833607845
"boys",63.1295985789135
"unit",63.0827905841416
"states",62.9388036320807
"dallas",62.8332993175213
"welcomed",62.7714083370575
"crazy",62.728130584163
"ill",62.5883117533332
"overly",62.5873401387264
"played",62.5693879842007
"fisherman",62.5571282966499
"mar",62.499052487556
"golden",62.4466985183711
"drawback",62.422445083699
"die",62.3888622869926
"bucks",62.3760820197415
"reviewer",62.3626039334994
"treatment",62.3215547396415
"date",62.3022654926985
"story",62.273872914421
"surprisingly",62.2707205976088
"types",62.211894991133
"bustle",62.196435769737
"refused",62.1726896078771
"strongly",62.1716612427024
"german",62.0520163358056
"enjoying",62.0472822867852
